Crop,Soil,Rainfall,Temperature,Fertilizer,Area,Yield
Carrots,Silty,1466.37,19.57,204.51,8.91,4.55
Hemp,Loamy,897.5,24.7,69.04,1.82,0.57
Tobacco,Silty,629.18,30.08,225.15,5.06,4.88
Oranges,Loamy,458.88,31.38,111.78,2.66,3.51
Tomatoes,Chalky,441.41,23.23,210.85,5.81,3.23
Pears,Chalky,225.36,22.14,268.22,8.28,1.46
Onions,Peaty,907.46,21.69,114.49,9.19,2.74
Soybeans,Silty,254.21,24.07,291.13,1.73,0.95
Pumpkin,Sandy,1212.06,28.37,257.79,2.51,3.25
Wheat,Loamy,412.14,21.45,245.15,1.88,1.08
Tea,Peaty,1460.47,19.82,256.06,8.72,2.93
Cowpeas,Sandy,717.79,19.5,177.67,3.85,1.63
Rice,Sandy,1326.44,34.75,105.39,1.82,1.1
Onions,Clay,246.57,29.6,175.37,7.79,3.6
Peanuts,Silty,1452.47,33.0,141.03,3.12,3.93
Pumpkin,Silty,799.58,26.54,102.92,4.69,3.5
Quinoa,Silty,1476.56,17.33,112.22,4.48,4.3
Strawberries,Sandy,470.5,29.13,240.19,5.88,2.31
Barley,Silty,544.2,33.28,84.51,0.87,3.22
Cowpeas,Peaty,268.44,16.84,93.22,6.93,4.92
Oats,Chalky,1159.73,31.09,201.93,0.95,3.24
Beans,Silty,375.55,18.31,142.69,9.69,2.73
Hemp,Peaty,767.42,26.45,139.38,8.5,4.79
Peas,Sandy,1345.68,31.89,56.72,1.43,4.63
Wheat,Peaty,200.24,12.79,112.28,2.26,1.25
Avocados,Silty,1445.44,27.82,135.15,8.81,1.08
Potatoes,Sandy,881.87,10.47,84.74,0.92,2.13
Cauliflower,Loamy,1172.78,28.41,128.78,0.51,3.76
Pineapple,Chalky,841.05,26.65,292.93,9.97,3.7
Tea,Sandy,960.07,14.45,56.3,3.76,1.68
Sunflower,Silty,935.14,21.55,145.23,3.01,3.7
Potatoes,Loamy,226.33,25.26,219.39,6.65,0.66
Peanuts,Silty,474.76,11.29,284.81,5.08,2.28
Onions,Peaty,1289.27,19.58,219.19,3.61,1.43
Sunflower,Clay,1182.59,12.06,250.04,3.25,4.24
Cotton,Clay,647.22,27.96,199.33,3.61,4.31
Oats,Silty,1303.85,29.78,260.63,0.84,3.59
Coffee,Chalky,826.51,20.65,93.17,0.84,1.46
Oranges,Silty,1186.06,10.89,110.96,6.3,1.92
Rice,Sandy,1028.96,15.97,220.25,8.25,2.86
Cassava,Clay,940.75,14.08,137.12,4.06,2.86
Cabbage,Silty,1283.86,24.09,58.04,4.25,1.16
Tobacco,Sandy,752.86,17.87,137.08,9.6,0.56
Wheat,Clay,497.0,13.82,137.26,5.62,0.64
Tomatoes,Peaty,966.87,16.13,70.22,5.38,0.85
Cotton,Clay,751.13,31.93,253.13,2.97,4.51
Tomatoes,Chalky,1473.03,31.49,144.53,5.5,3.99
Chickpeas,Silty,899.15,25.45,297.56,2.33,3.73
Pineapple,Silty,384.07,21.82,256.19,8.72,1.06
Strawberries,Chalky,575.66,18.21,199.48,8.51,3.08
Rice,Peaty,360.88,14.76,163.44,7.74,2.3
Maize,Clay,969.18,32.45,123.35,5.5,4.25
Cabbage,Loamy,1298.33,18.75,204.87,2.61,3.38
Cauliflower,Clay,1034.26,15.55,274.63,1.04,2.02
Sunflower,Chalky,778.12,33.35,126.41,2.68,3.72
Chickpeas,Loamy,502.26,26.26,184.91,7.65,2.59
Garlic,Sandy,637.03,23.59,194.86,2.6,4.17
Lettuce,Clay,277.27,31.75,281.45,3.74,1.87
Greengrams,Sandy,1041.65,31.62,137.02,8.15,3.06
Corn,Silty,476.36,13.14,102.08,4.97,3.48
Lettuce,Chalky,794.01,19.39,183.73,8.42,2.4
Garlic,Clay,715.38,28.69,194.94,1.97,4.82
Strawberries,Clay,1001.53,12.06,207.55,7.41,1.95
Cowpeas,Loamy,1014.01,12.94,59.57,3.44,4.71
Cabbage,Peaty,312.71,18.85,230.81,5.91,2.9
Cocoa,Chalky,1217.9,19.79,200.28,2.75,0.96
Sorghum,Chalky,1303.99,26.79,197.22,6.28,4.32
Broccoli,Loamy,813.51,34.19,63.92,2.87,2.62
Grapes,Silty,692.14,25.78,187.61,4.89,1.17
Millet,Loamy,548.95,14.34,262.81,4.33,1.05
Beans,Clay,1289.81,33.62,219.93,1.83,4.7
Strawberries,Clay,343.21,11.48,100.64,0.81,0.73
Maize,Clay,1330.57,17.47,204.37,1.17,3.84
Sunflower,Chalky,317.63,24.14,129.32,8.34,4.78
Chickpeas,Silty,837.82,21.03,222.16,6.86,3.47
Lentils,Sandy,1171.12,31.58,109.65,6.16,4.53
Cabbage,Peaty,1170.06,18.06,258.95,6.79,0.99
Corn,Loamy,595.05,10.76,154.54,5.39,4.24
Corn,Silty,271.61,26.14,245.92,8.0,4.81
Cowpeas,Sandy,602.37,30.15,75.81,9.88,3.93
Quinoa,Clay,1460.47,18.01,87.86,9.02,0.91
Chickpeas,Sandy,1104.3,26.16,124.09,0.84,0.88
Pears,Sandy,1498.92,20.08,157.26,5.22,3.23
Tobacco,Peaty,732.45,27.35,212.66,4.56,1.81
Pineapple,Loamy,800.99,30.37,289.03,0.83,3.26
Coffee,Sandy,947.7,28.39,202.81,1.6,1.0
Potatoes,Chalky,376.61,20.87,299.08,5.12,3.66
Cocoa,Loamy,1481.46,12.41,84.09,2.19,3.65
Corn,Peaty,206.83,13.14,165.68,3.38,3.02
Alfalfa,Chalky,966.51,10.44,178.23,8.01,2.6
Barley,Clay,594.76,34.86,162.91,2.33,2.93
Coffee,Sandy,490.96,19.63,128.66,4.16,3.94
Lentils,Peaty,520.84,13.69,207.39,0.57,2.16
Carrots,Chalky,352.39,18.82,148.66,7.39,2.16
Carrots,Peaty,221.0,30.87,293.51,9.21,2.87
Greengrams,Silty,283.59,13.54,78.07,5.81,4.1
Mangoes,Chalky,979.6,33.12,244.28,1.64,2.49
Peas,Chalky,722.79,33.71,82.9,6.73,1.72
Corn,Silty,821.87,11.99,250.03,5.6,0.99
Alfalfa,Sandy,559.97,11.43,162.23,8.08,2.11
Tea,Clay,900.23,14.43,60.46,3.82,4.84
Cocoa,Clay,611.76,28.85,119.61,1.03,2.61
Peanuts,Sandy,532.75,23.02,184.09,9.69,2.46
Cocoa,Loamy,1372.01,34.93,117.74,2.34,3.47
Cotton,Sandy,376.04,18.37,285.9,2.06,1.78
Tomatoes,Clay,224.17,16.36,201.13,5.55,2.67
Cassava,Loamy,242.42,32.82,293.69,7.54,1.26
Cassava,Sandy,1448.17,31.93,140.13,9.28,3.77
Barley,Clay,603.18,25.8,130.8,6.45,4.89
Blueberries,Sandy,1293.1,28.23,128.62,3.88,4.81
Lettuce,Loamy,312.13,31.27,257.12,7.43,4.72
Barley,Chalky,988.88,13.93,264.7,8.56,4.34
Cowpeas,Silty,1103.15,23.67,236.56,7.16,1.88
Blueberries,Chalky,533.01,29.07,61.32,7.22,1.03
Sunflower,Peaty,1048.16,27.67,110.33,9.32,4.7
Chickpeas,Loamy,832.22,19.18,188.3,9.92,3.26
Peanuts,Loamy,804.64,17.18,229.49,7.99,4.09
Spinach,Sandy,575.21,27.19,68.2,7.17,2.57
Broccoli,Chalky,583.12,29.05,164.12,6.52,1.94
Tobacco,Loamy,687.73,14.33,153.82,6.3,2.22
Tobacco,Loamy,973.71,11.85,273.4,4.93,3.02
Broccoli,Loamy,321.09,26.99,274.03,5.61,4.4
Sunflower,Sandy,1051.96,33.63,228.75,7.85,0.94
Broccoli,Sandy,1465.58,14.72,248.18,3.44,1.05
Peanuts,Chalky,1084.56,29.04,103.76,8.46,0.64
Oranges,Loamy,961.32,20.73,80.82,8.09,1.88
Pumpkin,Chalky,284.68,11.65,235.28,3.2,0.62
Onions,Loamy,881.46,10.06,75.39,5.13,4.05
Garlic,Silty,554.3,31.77,57.64,0.98,4.73
Sorghum,Chalky,966.99,27.45,230.65,9.17,2.95
Oats,Sandy,1488.29,23.25,187.04,6.68,0.62
Soybeans,Peaty,1227.71,21.34,93.14,1.78,3.13
Peanuts,Loamy,307.16,11.91,243.89,0.74,1.83
Soybeans,Chalky,822.77,25.39,286.34,9.12,1.58
Oats,Silty,610.51,31.96,142.46,8.74,0.8
Chickpeas,Sandy,419.25,29.97,269.06,1.78,3.57
Spinach,Loamy,673.15,29.02,134.5,9.62,1.18
Blueberries,Peaty,1204.65,16.96,298.07,4.97,4.24
Lentils,Chalky,662.86,31.62,295.26,9.66,4.41
Hemp,Loamy,715.89,11.26,123.69,6.09,0.59
Cassava,Sandy,1058.69,19.26,139.6,3.78,2.62
Potatoes,Chalky,261.31,13.67,184.06,3.44,0.95
Beans,Chalky,937.06,16.16,83.35,1.06,4.81
Garlic,Chalky,1339.72,14.12,237.3,6.65,4.54
Potatoes,Chalky,1475.61,34.99,254.97,7.1,2.67
Oats,Sandy,1085.51,11.28,121.48,3.0,3.66
Lettuce,Loamy,1008.97,10.03,253.9,0.66,1.69
Sorghum,Sandy,223.66,33.09,98.34,8.49,1.78
Cassava,Chalky,1129.93,23.45,252.22,9.13,3.2
Hemp,Chalky,1407.2,15.08,61.43,3.62,2.19
Coffee,Clay,593.06,21.7,83.6,6.43,2.83
Beans,Clay,412.31,16.59,278.22,3.64,4.01
Cocoa,Chalky,762.89,27.16,57.35,1.68,3.2
Apples,Chalky,906.67,20.99,240.79,7.91,1.7
Corn,Silty,462.34,22.13,257.73,7.18,2.74
Grapes,Peaty,1325.28,10.78,129.34,3.95,3.64
Cocoa,Chalky,1193.42,25.46,69.97,2.8,4.59
Apples,Loamy,934.49,23.14,251.51,9.89,3.89
Spinach,Clay,1441.86,13.74,179.53,4.92,2.02
Apples,Chalky,677.73,24.31,140.58,4.79,3.9
Chickpeas,Sandy,845.34,21.37,130.44,3.36,0.67
Mangoes,Peaty,1254.29,17.51,95.51,3.47,1.6
Coffee,Peaty,835.11,34.87,176.14,9.8,2.19
Amaranth,Chalky,380.94,33.48,60.21,8.9,2.98
Amaranth,Peaty,826.99,17.95,141.22,8.04,1.39
Corn,Peaty,598.24,15.89,53.57,7.3,1.1
Peanuts,Loamy,1465.35,33.69,170.92,8.95,3.91
Maize,Silty,959.98,21.85,160.06,6.18,1.21
Onions,Loamy,963.89,33.82,127.32,7.43,3.19
Grapes,Sandy,1062.45,34.95,190.52,7.52,1.37
Cauliflower,Chalky,449.94,34.11,147.99,8.97,2.26
Pumpkin,Silty,361.7,19.7,195.55,4.93,2.05
Spinach,Sandy,387.84,29.3,189.63,4.23,2.97
Maize,Sandy,1110.95,32.7,68.86,3.41,1.09
Alfalfa,Loamy,224.33,33.83,110.07,1.51,0.78
Pineapple,Loamy,888.76,16.56,179.14,1.94,4.77
Hemp,Peaty,997.63,14.19,242.86,4.68,2.13
Lentils,Silty,494.68,17.95,158.74,9.12,4.23
Flax,Peaty,1096.47,33.92,188.31,4.26,4.87
Pineapple,Clay,1360.7,25.45,66.44,2.03,4.51
Rice,Chalky,439.78,27.82,208.69,6.9,3.65
Carrots,Peaty,1482.21,34.02,239.88,2.03,2.9
Potatoes,Loamy,675.73,14.72,50.01,9.05,4.29
Barley,Peaty,1052.04,22.72,174.17,6.59,4.31
Oranges,Peaty,453.7,26.5,102.52,9.41,3.75
Oranges,Chalky,406.9,16.07,253.64,4.99,3.8
Apples,Chalky,878.62,33.38,245.59,4.1,2.02
Maize,Sandy,792.96,13.99,156.04,3.99,2.37
Peas,Peaty,449.52,26.78,204.52,4.51,3.95
Barley,Clay,1245.25,25.18,111.88,9.68,4.14
Peas,Sandy,598.93,11.31,130.13,6.43,2.37
Carrots,Clay,1475.47,18.07,155.41,5.07,1.67
Tomatoes,Silty,498.17,25.21,293.12,5.22,1.15
Tobacco,Silty,1032.11,11.37,149.33,5.05,2.15
Cocoa,Peaty,853.61,21.47,124.64,1.73,2.84
Lentils,Clay,733.17,10.02,65.4,3.19,3.25
Alfalfa,Sandy,1346.9,23.55,90.06,8.49,0.58
Quinoa,Sandy,761.01,21.38,185.74,6.39,2.33
Spinach,Sandy,1169.45,24.38,171.37,2.01,2.43
Sorghum,Silty,884.57,14.05,157.44,2.62,2.99
Broccoli,Loamy,731.48,23.12,189.44,1.64,2.01
Carrots,Chalky,739.52,30.81,149.38,2.86,4.82
Mangoes,Peaty,1431.32,11.59,149.31,3.19,2.67
Barley,Chalky,209.39,10.69,203.32,4.93,2.96
Spinach,Chalky,281.94,14.18,161.61,5.76,2.93
Rice,Clay,638.01,27.49,169.68,5.33,2.18
Corn,Chalky,927.17,31.95,122.76,5.03,4.1
Millet,Silty,322.6,16.18,224.36,4.3,1.47
Cabbage,Sandy,403.41,32.37,75.34,1.75,3.7
Oranges,Sandy,937.01,33.34,169.6,2.57,4.69
Cabbage,Peaty,450.04,17.65,177.46,7.7,0.64
Apples,Silty,248.28,22.41,105.62,5.2,4.81
Maize,Loamy,1113.71,18.08,66.42,5.07,0.83
Tomatoes,Silty,455.99,26.3,118.54,9.59,1.46
Cassava,Loamy,933.74,11.16,279.8,1.67,0.9
Cassava,Clay,1250.7,24.68,240.29,8.89,2.94
Amaranth,Peaty,638.22,28.24,115.86,6.26,0.69
Tobacco,Chalky,648.93,20.16,284.65,8.2,4.96
Lettuce,Clay,616.0,25.39,189.16,9.05,2.0
Blueberries,Clay,385.8,11.38,50.8,2.35,2.09
Strawberries,Silty,1215.53,26.23,102.73,5.84,3.25
Cocoa,Loamy,595.28,25.23,265.65,2.88,3.62
Carrots,Clay,983.64,18.52,93.43,1.75,1.21
Barley,Peaty,1107.7,22.0,228.51,8.72,4.81
Carrots,Silty,1357.65,10.42,94.34,2.25,2.42
Chickpeas,Loamy,1264.04,24.8,258.36,1.57,0.7
Rice,Peaty,1179.86,16.9,279.37,9.38,4.96
Zucchini,Chalky,843.5,29.22,125.43,7.02,3.87
Oranges,Silty,943.76,21.23,92.14,3.74,3.53
Broccoli,Silty,846.94,10.42,270.67,6.3,4.37
Amaranth,Chalky,967.66,23.81,161.69,9.53,4.53
Flax,Chalky,370.01,29.6,154.83,9.07,1.25
Apples,Silty,886.86,20.34,180.63,6.3,3.7
Potatoes,Peaty,1197.81,12.98,209.94,3.95,1.66
Alfalfa,Chalky,965.79,14.97,159.88,7.0,1.75
Oranges,Loamy,1098.59,20.98,88.8,9.73,2.78
Carrots,Peaty,415.22,20.26,284.01,8.09,2.59
Millet,Peaty,546.34,32.32,219.82,0.86,3.8
Spinach,Peaty,443.65,12.8,228.87,0.82,0.9
Coffee,Chalky,961.26,29.25,156.79,8.24,0.67
Oranges,Silty,413.46,34.12,82.72,4.41,1.08
Tomatoes,Clay,823.81,17.54,113.6,4.14,3.18
Oranges,Chalky,485.87,24.48,90.19,4.68,4.25
Alfalfa,Peaty,1017.04,25.77,67.56,2.26,1.58
Lentils,Clay,741.92,25.65,280.22,6.62,3.39
Grapes,Peaty,347.27,28.04,221.48,6.92,3.94
Potatoes,Clay,667.93,14.41,54.13,1.41,3.76
Cabbage,Loamy,1493.76,19.9,214.45,1.32,1.36
Soybeans,Chalky,852.64,10.44,170.26,9.15,1.54
Quinoa,Sandy,874.84,25.35,246.99,5.95,1.18
Cowpeas,Sandy,274.47,21.03,127.36,6.53,1.04
Alfalfa,Chalky,627.08,17.96,131.52,6.54,1.23
Maize,Clay,304.12,20.64,237.78,9.89,4.81
Broccoli,Chalky,1316.31,26.75,110.05,7.11,4.08
Peanuts,Clay,719.32,13.1,166.14,9.42,0.55
Wheat,Sandy,507.98,13.89,109.82,4.05,1.44
Corn,Loamy,842.18,31.17,167.53,7.41,2.0
Blueberries,Silty,451.66,10.94,279.79,7.36,2.55
Soybeans,Clay,669.0,20.77,66.17,0.98,1.39
Broccoli,Sandy,891.45,34.51,155.77,3.26,0.72
Grapes,Chalky,214.82,10.0,298.67,4.22,4.75
Pineapple,Loamy,696.64,31.78,175.4,4.07,3.71
Cauliflower,Loamy,1152.36,31.91,237.54,2.23,3.65
Carrots,Peaty,652.84,10.57,135.54,8.69,4.03
Cowpeas,Silty,922.16,17.46,186.31,4.49,3.68
Mangoes,Loamy,409.82,16.99,286.89,6.54,2.97
Cabbage,Chalky,735.6,33.43,203.1,9.38,0.82
Beans,Sandy,981.45,18.99,171.58,6.25,2.83
Avocados,Chalky,1263.19,16.39,250.27,7.95,3.89
Bananas,Chalky,564.08,18.99,101.95,0.64,3.77
Rice,Clay,1187.31,22.81,259.46,2.56,3.53
Broccoli,Peaty,960.76,15.78,98.85,1.14,2.63
Avocados,Clay,424.26,26.19,93.78,5.22,2.11
Barley,Chalky,287.98,21.99,238.19,7.16,1.75
Millet,Clay,498.36,12.38,188.12,6.75,3.04
Alfalfa,Loamy,1416.33,23.93,64.61,5.07,4.09
Grapes,Sandy,509.7,26.43,262.2,7.13,0.82
Millet,Chalky,584.06,12.09,96.62,5.76,1.62
Spinach,Loamy,520.8,24.88,200.38,9.44,4.71
Sugarcane,Clay,489.55,16.16,154.15,9.08,1.05
Oats,Chalky,1392.04,13.01,249.2,6.18,3.44
Corn,Sandy,1426.41,26.05,82.46,5.35,1.65
Cabbage,Sandy,556.48,21.68,297.0,4.56,2.66
Rice,Sandy,1434.45,13.21,73.97,9.8,3.86
Pears,Peaty,1042.58,31.47,226.31,3.59,2.95
Cowpeas,Silty,1051.71,16.52,247.51,7.9,3.57
Soybeans,Clay,845.94,12.09,209.01,3.24,4.29
Flax,Silty,963.59,21.9,147.8,4.85,2.85
Apples,Peaty,1385.19,11.27,241.66,2.64,1.51
Blueberries,Chalky,428.87,21.29,70.17,6.34,3.88
Lentils,Silty,406.89,23.86,133.73,3.72,4.01
Rice,Chalky,1072.2,30.08,289.21,8.48,1.05
Quinoa,Clay,528.37,12.59,115.36,9.15,1.72
Maize,Sandy,716.06,16.17,161.15,6.86,4.36
Apples,Loamy,781.16,33.99,136.71,7.39,4.48
Peanuts,Clay,800.79,21.67,230.32,5.97,4.61
Garlic,Chalky,225.33,34.15,56.13,9.29,2.33
Peas,Loamy,1146.62,15.16,174.15,9.4,2.39
Flax,Peaty,1119.54,18.54,198.45,0.75,3.64
Oats,Sandy,460.88,24.84,100.06,4.87,1.67
Barley,Chalky,1093.45,30.97,94.47,4.33,4.94
Oranges,Silty,830.53,11.17,128.34,1.23,1.41
Mangoes,Sandy,1435.05,32.48,81.2,1.66,1.98
Pineapple,Loamy,577.58,13.51,177.98,7.03,1.93
Tobacco,Clay,413.88,24.5,181.12,6.71,1.74
Barley,Loamy,286.13,30.79,131.63,3.36,3.87
Oranges,Loamy,776.93,24.88,130.52,3.24,1.6
Sunflower,Peaty,1360.88,21.1,206.04,8.02,2.59
Grapes,Chalky,1010.59,26.63,62.76,6.97,1.73
Tea,Chalky,613.12,14.65,268.38,1.3,4.35
Pineapple,Loamy,553.24,21.27,169.83,7.59,2.04
Pineapple,Chalky,687.88,15.65,80.92,5.12,0.66
Sugarcane,Silty,1104.53,32.31,164.21,5.2,1.34
Oats,Peaty,1049.71,13.54,225.83,8.34,4.4
Alfalfa,Silty,720.86,32.11,108.79,6.57,4.42
Lettuce,Chalky,349.72,15.65,68.12,0.55,1.3
Flax,Peaty,1348.64,16.49,120.38,7.58,2.35
Beans,Clay,1037.06,29.36,149.57,9.57,2.39
Pumpkin,Loamy,1046.34,34.57,233.35,5.94,2.67
Broccoli,Clay,916.34,19.15,204.26,7.21,3.31
Lentils,Clay,651.19,29.78,206.05,6.22,2.22
Cowpeas,Chalky,1163.75,12.17,190.36,0.71,3.65
Chickpeas,Chalky,1160.19,25.74,95.12,4.6,1.8
Bananas,Chalky,427.69,27.53,237.41,9.97,4.43
Maize,Loamy,1169.9,22.23,142.43,9.73,3.32
Blueberries,Sandy,844.11,34.43,217.6,3.63,0.53
Hemp,Clay,321.62,10.54,174.79,3.81,2.24
Hemp,Peaty,1388.27,14.49,104.41,5.13,4.46
Oranges,Chalky,773.45,19.46,53.33,2.65,0.68
Apples,Loamy,383.52,11.83,177.01,2.19,0.95
Potatoes,Chalky,1076.84,27.35,220.19,9.57,1.36
Broccoli,Chalky,1231.61,16.99,107.74,6.63,2.43
Quinoa,Sandy,1352.16,16.55,299.57,9.89,3.06
Carrots,Sandy,1295.32,23.44,257.95,0.68,3.0
Pears,Loamy,938.05,17.91,217.41,7.63,0.78
Grapes,Sandy,557.13,32.39,124.54,3.69,3.74
Coffee,Loamy,287.16,22.46,297.06,1.08,4.52
Peas,Chalky,1260.14,11.89,250.93,6.69,3.66
Alfalfa,Loamy,1379.29,34.2,198.34,6.92,3.69
Tomatoes,Loamy,1000.38,30.34,209.03,6.63,1.02
Onions,Sandy,1360.82,28.64,163.89,6.15,4.45
Coffee,Chalky,1197.21,23.38,143.31,5.16,4.08
Blueberries,Loamy,953.37,21.2,296.74,0.76,0.6
Cassava,Loamy,381.03,10.63,140.1,6.26,3.41
Beans,Clay,566.09,13.0,243.22,5.84,4.86
Hemp,Chalky,998.98,24.42,157.49,1.57,0.86
Chickpeas,Loamy,1440.38,23.2,210.55,5.72,4.93
Coffee,Loamy,328.27,12.63,164.65,0.79,3.84
Beans,Clay,455.04,27.98,254.94,6.78,4.93
Tea,Loamy,1263.59,27.63,84.56,0.63,1.45
Carrots,Peaty,654.89,19.11,134.07,9.33,1.49
Cassava,Peaty,1036.31,22.31,136.76,6.03,3.26
Mangoes,Silty,966.33,27.92,170.76,2.81,3.91
Rice,Loamy,760.72,25.2,133.52,6.31,0.82
Lettuce,Sandy,1188.87,33.69,278.89,6.46,3.03
Sunflower,Chalky,840.23,16.26,293.3,1.47,0.81
Hemp,Sandy,1200.34,17.06,292.87,3.69,3.88
Pears,Loamy,1111.37,33.16,61.65,0.91,1.72
Corn,Peaty,1343.08,14.07,198.55,4.8,1.47
Cassava,Peaty,513.78,27.5,65.6,5.61,3.96
Pineapple,Peaty,1270.14,13.82,82.94,1.81,3.03
Tobacco,Loamy,1454.02,10.9,272.81,6.82,1.6
Lettuce,Chalky,597.56,30.76,231.1,2.74,3.58
Broccoli,Sandy,656.07,17.34,97.97,1.54,0.67
Chickpeas,Peaty,670.61,24.38,189.89,2.32,4.38
Cocoa,Clay,468.75,28.75,177.51,8.77,1.31
Pumpkin,Chalky,1415.61,24.26,237.16,9.12,0.59
Coffee,Peaty,631.97,14.95,55.51,6.07,2.09
Cotton,Clay,878.37,30.17,122.17,5.88,3.55
Lentils,Silty,1421.86,12.14,140.85,6.8,2.71
Sugarcane,Chalky,695.66,22.41,116.18,9.39,0.61
Blueberries,Silty,333.48,26.56,56.13,7.21,1.05
Tea,Silty,1295.5,13.67,267.46,0.64,2.81
Sugarcane,Chalky,277.47,16.45,121.08,9.08,3.74
Oranges,Chalky,1361.56,17.95,228.97,1.41,1.72
Lentils,Loamy,521.53,12.21,282.06,3.69,3.74
Soybeans,Peaty,1124.36,15.51,198.13,4.9,1.57
Potatoes,Loamy,473.19,13.13,190.28,5.23,4.88
Mangoes,Chalky,205.24,33.51,88.76,2.33,3.05
Cabbage,Chalky,497.03,15.59,192.25,0.53,2.59
Corn,Sandy,1133.83,11.49,147.59,8.89,1.3
Spinach,Loamy,1397.0,30.84,216.55,5.46,4.69
Peanuts,Loamy,280.96,22.28,97.46,9.91,4.3
Oats,Clay,331.37,20.42,115.1,1.26,1.27
Blueberries,Silty,1202.42,26.66,182.84,3.79,4.17
Rice,Sandy,1361.88,32.1,210.06,1.21,1.29
Cauliflower,Peaty,660.98,13.54,262.99,4.35,4.43
Cocoa,Clay,267.47,15.0,113.59,6.44,4.06
Broccoli,Loamy,323.63,16.49,212.24,8.35,4.55
Cotton,Chalky,831.69,26.92,114.29,3.24,1.41
Peanuts,Chalky,1197.13,10.54,147.52,0.85,4.47
Amaranth,Clay,1410.03,33.46,245.77,7.99,1.82
Zucchini,Sandy,468.67,17.7,253.98,3.5,4.43
Wheat,Silty,886.34,34.13,148.31,4.54,0.84
Cabbage,Clay,1284.01,12.51,92.09,7.0,2.1
Oranges,Sandy,1394.05,22.29,118.65,8.26,4.79
Maize,Clay,1229.27,34.83,88.45,2.75,4.3
Oranges,Loamy,983.47,24.86,270.05,6.6,4.73
Amaranth,Loamy,252.39,18.89,243.39,4.08,3.45
Oats,Peaty,1109.43,28.83,226.24,9.66,2.15
Quinoa,Sandy,881.05,32.85,181.64,8.61,0.51
Millet,Peaty,1399.0,25.83,136.09,8.0,2.51
Broccoli,Loamy,766.74,29.49,144.64,4.35,4.41
Onions,Sandy,606.63,16.17,135.81,9.97,2.64
Rice,Clay,795.81,16.06,150.06,7.26,4.84
Strawberries,Peaty,793.15,26.11,253.15,2.29,3.28
Cabbage,Clay,299.62,11.65,188.75,8.33,0.82
Cocoa,Sandy,850.73,15.46,68.24,6.69,2.12
Sorghum,Loamy,667.86,21.68,192.4,6.7,3.91
Peanuts,Silty,739.01,24.06,265.65,7.97,3.54
Cowpeas,Peaty,958.51,28.57,108.28,8.91,2.67
Tomatoes,Sandy,247.51,21.84,225.1,6.26,1.05
Apples,Clay,1348.16,21.64,210.07,5.47,4.71
Sorghum,Chalky,881.58,27.58,193.67,1.08,3.62
Broccoli,Loamy,959.32,30.89,278.88,5.26,0.74
Sorghum,Clay,877.96,13.14,178.32,3.84,3.6
Grapes,Peaty,770.72,18.59,218.82,7.23,2.06
Garlic,Clay,1400.96,11.66,117.86,7.95,2.21
Sorghum,Loamy,1385.84,22.97,109.52,1.05,4.11
Wheat,Clay,689.4,13.36,269.52,5.05,2.19
Oranges,Silty,1243.54,20.83,160.32,4.33,4.74
Soybeans,Chalky,541.1,32.81,198.84,3.11,1.81
Sugarcane,Sandy,411.63,34.03,218.31,5.38,2.08
Apples,Silty,289.3,20.09,219.27,4.92,4.54
Flax,Clay,231.56,32.49,284.79,0.82,1.56
Peas,Clay,385.36,26.14,97.63,4.6,0.86
Coffee,Silty,408.61,12.61,274.76,8.28,3.08
Bananas,Sandy,1394.98,31.07,191.81,1.57,1.08
Potatoes,Clay,654.28,27.84,249.87,4.64,4.46
Tea,Chalky,864.72,33.86,211.96,6.36,3.43
Apples,Clay,497.14,15.08,130.89,8.96,1.61
Pumpkin,Silty,1164.74,24.23,216.72,1.18,0.94
Oats,Sandy,1003.9,16.83,201.25,6.36,4.46
Cauliflower,Peaty,739.51,23.88,65.43,3.82,4.66
Quinoa,Sandy,997.63,28.13,290.68,7.83,0.71
Potatoes,Loamy,769.73,33.47,238.72,8.19,3.91
Oranges,Loamy,993.05,11.29,230.75,0.96,2.02
Strawberries,Silty,514.93,24.15,222.71,4.15,4.64
Onions,Silty,422.91,34.99,67.62,0.62,3.55
Millet,Loamy,1085.33,29.5,264.55,7.4,4.94
Beans,Clay,485.33,23.42,166.4,5.48,3.74
Onions,Silty,1384.56,25.96,203.74,0.99,2.65
Sunflower,Chalky,623.84,24.36,65.74,8.04,4.06
Soybeans,Sandy,1118.84,25.51,179.11,5.4,1.09
Rice,Peaty,1049.95,33.45,262.81,9.35,3.39
Greengrams,Silty,450.83,31.5,89.25,1.45,2.27
Oranges,Peaty,1156.99,28.34,194.98,2.51,4.97
Chickpeas,Sandy,1245.22,24.12,231.83,4.52,1.97
Oranges,Sandy,1449.33,19.56,258.36,1.66,4.99
Avocados,Sandy,1423.62,12.96,166.93,6.05,3.61
Bananas,Loamy,450.35,22.79,198.37,3.88,1.72
Sunflower,Loamy,513.18,21.69,101.14,4.43,1.94
Cotton,Silty,1469.69,15.53,208.37,8.0,0.9
Grapes,Chalky,1406.52,11.36,181.73,9.88,0.69
Bananas,Clay,554.44,25.38,242.23,6.02,0.98
Wheat,Clay,1294.97,22.42,259.99,6.25,2.55
Strawberries,Chalky,591.15,16.85,278.15,9.88,1.97
Blueberries,Silty,443.2,28.72,204.21,8.23,4.42
Sugarcane,Chalky,875.44,20.09,240.62,5.48,1.96
